,assignment_id,img_id,answer_correct,explanation_ours,expl_score_ours,confusing_ours,incorrect_ours,insufficient_ours,explanation_gt,expl_score_gt,confusing_gt,incorrect_gt,insufficient_gt,prefer_ours,prefer_gt,prefer_none
selected,3VAR3R6G1QDYS9Y5QBQ0UE1K8IGO8E,4368362518.jpg#2r1e,True,a man is a musician,1,False,False,False,a man playing the guitar can be an musician and and people can gather is a small group,1.0,False,False,False,False,False,False
selected,38BQUHLA9XCDDY09KC0JZW2FSOFOME,509987636.jpg#4r1n,True,a man is near a painting,1,False,True,False,the image depicts a man sitting near a painting,,False,True,False,False,True,False
selected,38BQUHLA9XCDDY09KC0JZW2FSOFOME,16396205.jpg#1r2n,True,three men are a small group of men,1,False,False,False,there is a group of men in front of a grill with sausages barbaquing,1.0,False,False,False,False,True,False
selected,38BQUHLA9XCDDY09KC0JZW2FSOFOME,154653766.jpg#1r5e,True,teenagers are young men,1,False,False,False,if they are outside a wells fargo bank then they have to be near the bank,1.0,False,False,False,False,True,False
selected,38BQUHLA9XCDDY09KC0JZW2FSOFOME,3515451715.jpg#1r1c,True,the mother cannot be playing with her children and eating a dinner at the same time,1,False,True,False,a mother cant eat dinner at the park while her children are on swings,1.0,False,True,False,False,True,False
selected,38BQUHLA9XCDDY09KC0JZW2FSOFOME,4368362518.jpg#2r1e,True,a man is a musician,,True,False,False,a man playing the guitar can be an musician and and people can gather is a small group,1.0,True,False,False,False,True,False
selected,3WETL7AQWUKQJ2MH9FZ5URTIB1I53X,509987636.jpg#4r1n,True,a man is near a painting,1,False,False,False,the image depicts a man sitting near a painting,1.0,False,False,False,True,False,False
selected,3WETL7AQWUKQJ2MH9FZ5URTIB1I53X,16396205.jpg#1r2n,True,three men are a small group of men,1,False,False,False,there is a group of men in front of a grill with sausages barbaquing,1.0,False,False,False,False,True,False
selected,3WETL7AQWUKQJ2MH9FZ5URTIB1I53X,154653766.jpg#1r5e,True,teenagers are young men,1,False,False,False,if they are outside a wells fargo bank then they have to be near the bank,1.0,False,False,False,False,True,False
selected,3WETL7AQWUKQJ2MH9FZ5URTIB1I53X,4368362518.jpg#2r1e,True,a man is a musician,1,False,False,False,a man playing the guitar can be an musician and and people can gather is a small group,1.0,False,False,False,False,True,False
selected,3PMBY0YE28FXXPKC5YNNZA2E3BRC98,4563177695.jpg#1r1e,True,two workers are two people,0.6666666666666666,False,False,False,two people in yellow vests refers to the two people. sit in front of gates refers to sitting down,1.0,False,False,False,False,True,False
selected,3PMBY0YE28FXXPKC5YNNZA2E3BRC98,4890932738.jpg#2r1e,True,a person is a human,0.6666666666666666,False,False,False,a person travels along hallway of stone archways,1.0,False,False,False,False,True,False
selected,3PMBY0YE28FXXPKC5YNNZA2E3BRC98,1016887272.jpg#0r1c,True,the rock cannot be both a beast and a climber,0.6666666666666666,True,True,False,climbers are not rocks at the same time,0.6666666666666666,True,True,False,False,True,False
selected,3PMBY0YE28FXXPKC5YNNZA2E3BRC98,2949337912.jpg#2r1n,True,just because a man is surfing doesn't mean he is participating in a surfing contest,1,False,False,False,i see a man surfing but i see no indiction that he is in a contest,1.0,False,False,False,False,False,True
selected,3PMBY0YE28FXXPKC5YNNZA2E3BRC98,2517489722.jpg#1r3e,True,a man walking outside is part of the overall description of him walking along a path by a river,0.6666666666666666,False,False,True,the man is walking in the woods and the woods are outside,1.0,False,False,True,False,True,False
selected,3DEL4X4EL7X01O3F46BQC4GFD3HYX4,4563177695.jpg#1r1e,True,two workers are two people,0.6666666666666666,False,False,True,two people in yellow vests refers to the two people. sit in front of gates refers to sitting down,0.6666666666666666,False,False,True,False,True,False
selected,3DEL4X4EL7X01O3F46BQC4GFD3HYX4,4890932738.jpg#2r1e,True,a person is a human,0.6666666666666666,False,False,True,a person travels along hallway of stone archways,0.6666666666666666,False,False,True,False,True,False
selected,3DEL4X4EL7X01O3F46BQC4GFD3HYX4,1016887272.jpg#0r1c,True,the rock cannot be both a beast and a climber,0.6666666666666666,True,False,True,climbers are not rocks at the same time,0.0,True,False,True,False,False,True
selected,3DEL4X4EL7X01O3F46BQC4GFD3HYX4,2949337912.jpg#2r1n,True,just because a man is surfing doesn't mean he is participating in a surfing contest,1,False,False,False,i see a man surfing but i see no indiction that he is in a contest,1.0,False,False,False,True,False,False
selected,3DEL4X4EL7X01O3F46BQC4GFD3HYX4,2517489722.jpg#1r3e,True,a man walking outside is part of the overall description of him walking along a path by a river,1,False,False,False,the man is walking in the woods and the woods are outside,1.0,False,False,False,True,False,False
selected,38BQUHLA9XCDDY09KC0JZW2FSN1OMY,4563177695.jpg#1r1e,True,two workers are two people,1,False,False,False,two people in yellow vests refers to the two people. sit in front of gates refers to sitting down,1.0,False,False,False,True,False,False
selected,38BQUHLA9XCDDY09KC0JZW2FSN1OMY,4890932738.jpg#2r1e,True,a person is a human,1,False,False,False,a person travels along hallway of stone archways,1.0,False,False,False,True,False,False
selected,38BQUHLA9XCDDY09KC0JZW2FSN1OMY,2517489722.jpg#1r3e,True,a man walking outside is part of the overall description of him walking along a path by a river,1,False,False,False,the man is walking in the woods and the woods are outside,1.0,False,False,False,False,True,False
selected,3II4UPYCOKJDUG7CMWTK5BALY9ZDQJ,4563177695.jpg#1r1e,True,two workers are two people,1,False,False,False,two people in yellow vests refers to the two people. sit in front of gates refers to sitting down,1.0,False,False,False,False,True,False
selected,3II4UPYCOKJDUG7CMWTK5BALY9ZDQJ,4890932738.jpg#2r1e,True,a person is a human,1,False,False,False,a person travels along hallway of stone archways,1.0,False,False,False,False,True,False
selected,3II4UPYCOKJDUG7CMWTK5BALY9ZDQJ,2517489722.jpg#1r3e,True,a man walking outside is part of the overall description of him walking along a path by a river,1,False,False,False,the man is walking in the woods and the woods are outside,1.0,False,False,False,False,True,False
selected,3JBT3HLQF9EVX5BTE13SWY3EHY4PZQ,4563177695.jpg#1r1e,True,two workers are two people,1,False,False,False,two people in yellow vests refers to the two people. sit in front of gates refers to sitting down,1.0,False,False,False,True,False,False
selected,3JBT3HLQF9EVX5BTE13SWY3EHY4PZQ,4890932738.jpg#2r1e,True,a person is a human,1,False,False,False,a person travels along hallway of stone archways,1.0,False,False,False,True,False,False
selected,3JBT3HLQF9EVX5BTE13SWY3EHY4PZQ,2517489722.jpg#1r3e,True,a man walking outside is part of the overall description of him walking along a path by a river,1,False,False,False,the man is walking in the woods and the woods are outside,1.0,False,False,False,True,False,False
selected,3YZ8UPK3VUYVHH8F39IEV6PSGWQCUO,2174648405.jpg#0r1e,True,two women are women and they are working together,1,False,False,False,the women working the assembly line are working together,1.0,False,False,False,True,False,False
selected,3YZ8UPK3VUYVHH8F39IEV6PSGWQCUO,137444523.jpg#2r3e,True,a man is walking outside at night in a green shirt,1,False,False,False,the man is on a sidewalk so that implies he is outside,0.6666666666666666,False,False,False,True,False,False
selected,3YZ8UPK3VUYVHH8F39IEV6PSGWQCUO,1285874746.jpg#2r3e,True,a girl in a blue dress is wearing a blue dress,0.6666666666666666,True,False,False,"if a girl is described as being ""in a blue dress"", it can be assumed that she is wearing a blue dress",0.6666666666666666,True,False,False,True,False,False
selected,3YZ8UPK3VUYVHH8F39IEV6PSGWQCUO,2768972186.jpg#4r1n,True,just because the dogs are playing doesn't mean they are playing with each other,1,False,False,False,dogs are not just playing with each other because it looks like the big brown dog is biting on the white dog's tail,0.6666666666666666,False,False,False,True,False,False
selected,3YZ8UPK3VUYVHH8F39IEV6PSGWQCUO,2327240505.jpg#1r1e,True,the girl and boy are playing because they are playing with a streamer,1,False,False,False,swings a toy shows that one is playing,1.0,False,False,False,True,False,False
selected,3ZWFC4W1UVJA4108QHDAY1NB6BJRFH,2174648405.jpg#0r1e,True,two women are women and they are working together,0.6666666666666666,False,False,True,the women working the assembly line are working together,1.0,False,False,True,False,True,False
selected,3ZWFC4W1UVJA4108QHDAY1NB6BJRFH,137444523.jpg#2r3e,True,a man is walking outside at night in a green shirt,0,False,False,False,the man is on a sidewalk so that implies he is outside,1.0,False,False,False,False,True,False
selected,3ZWFC4W1UVJA4108QHDAY1NB6BJRFH,1285874746.jpg#2r3e,True,a girl in a blue dress is wearing a blue dress,1,False,False,False,"if a girl is described as being ""in a blue dress"", it can be assumed that she is wearing a blue dress",1.0,False,False,False,False,False,True
selected,3ZWFC4W1UVJA4108QHDAY1NB6BJRFH,2768972186.jpg#4r1n,True,just because the dogs are playing doesn't mean they are playing with each other,0.3333333333333333,False,True,False,dogs are not just playing with each other because it looks like the big brown dog is biting on the white dog's tail,0.3333333333333333,False,True,False,False,True,False
selected,3ZWFC4W1UVJA4108QHDAY1NB6BJRFH,2327240505.jpg#1r1e,True,the girl and boy are playing because they are playing with a streamer,1,False,False,False,swings a toy shows that one is playing,1.0,False,False,False,False,True,False
selected,3QY7M81QH8YB2487IE619XOGDS77KV,1285874746.jpg#2r3e,True,a girl in a blue dress is wearing a blue dress,1,False,False,False,"if a girl is described as being ""in a blue dress"", it can be assumed that she is wearing a blue dress",1.0,False,False,False,True,False,False
selected,3QY7M81QH8YB2487IE619XOGDS77KV,2327240505.jpg#1r1e,True,the girl and boy are playing because they are playing with a streamer,1,False,False,False,swings a toy shows that one is playing,0.0,False,False,False,True,False,False
selected,3LWJHTCVCDYAS0L8D2OATBD6AL6FQL,2174648405.jpg#0r1e,True,two women are women and they are working together,1,False,False,False,the women working the assembly line are working together,1.0,False,False,False,True,False,False
selected,3LWJHTCVCDYAS0L8D2OATBD6AL6FQL,137444523.jpg#2r3e,True,a man is walking outside at night in a green shirt,1,False,False,False,the man is on a sidewalk so that implies he is outside,1.0,False,False,False,True,False,False
selected,3LWJHTCVCDYAS0L8D2OATBD6AL6FQL,1285874746.jpg#2r3e,True,a girl in a blue dress is wearing a blue dress,1,False,False,False,"if a girl is described as being ""in a blue dress"", it can be assumed that she is wearing a blue dress",0.6666666666666666,False,False,False,True,False,False
selected,3LWJHTCVCDYAS0L8D2OATBD6AL6FQL,2327240505.jpg#1r1e,True,the girl and boy are playing because they are playing with a streamer,1,False,False,False,swings a toy shows that one is playing,1.0,False,False,False,True,False,False
selected,39KFRKBFIO7D7FPN3FOUTRPM1X5OYE,2174648405.jpg#0r1e,True,two women are women and they are working together,1,False,False,False,the women working the assembly line are working together,1.0,False,False,False,True,False,False
selected,39KFRKBFIO7D7FPN3FOUTRPM1X5OYE,137444523.jpg#2r3e,True,a man is walking outside at night in a green shirt,1,False,False,False,the man is on a sidewalk so that implies he is outside,1.0,False,False,False,True,False,False
selected,39KFRKBFIO7D7FPN3FOUTRPM1X5OYE,1285874746.jpg#2r3e,True,a girl in a blue dress is wearing a blue dress,1,False,False,False,"if a girl is described as being ""in a blue dress"", it can be assumed that she is wearing a blue dress",1.0,False,False,False,False,True,False
selected,39KFRKBFIO7D7FPN3FOUTRPM1X5OYE,2327240505.jpg#1r1e,True,the girl and boy are playing because they are playing with a streamer,1,False,False,False,swings a toy shows that one is playing,1.0,False,False,False,True,False,False
selected,34S9DKFK741VPUPB20OHE2PHBPBYNO,1303727066.jpg#2r3c,True,the man is either wearing a plain shirt or a peace sign shirt,0,False,True,True,plain is different than peace sign,1.0,False,True,True,False,True,False
selected,34S9DKFK741VPUPB20OHE2PHBPBYNO,393043864.jpg#1r1e,True,a selection of produce is a type of produce,0.6666666666666666,False,False,True,fruits and vegetables are types of produce. a wide variety indicates a selection to choose form,1.0,False,False,True,False,True,False
selected,34S9DKFK741VPUPB20OHE2PHBPBYNO,3597715122.jpg#3r1e,True,a group of men are waiting in line in front of an ice cream shop,0.6666666666666666,False,False,False,people usually waits in stand,0.6666666666666666,False,False,False,False,False,True
selected,34S9DKFK741VPUPB20OHE2PHBPBYNO,4632869465.jpg#0r1e,True,a girl holds her diploma is part of the overall description of her holding a diploma,0.6666666666666666,False,False,True,holds is another form of holding,0.6666666666666666,False,False,True,False,False,True
selected,337RC3OW06EOX0RLLCLIUBHYOC3LVS,1303727066.jpg#2r3c,True,the man is either wearing a plain shirt or a peace sign shirt,1,False,False,False,plain is different than peace sign,1.0,False,False,False,True,False,False
selected,337RC3OW06EOX0RLLCLIUBHYOC3LVS,393043864.jpg#1r1e,True,a selection of produce is a type of produce,1,False,False,False,fruits and vegetables are types of produce. a wide variety indicates a selection to choose form,1.0,False,False,False,True,False,False
selected,337RC3OW06EOX0RLLCLIUBHYOC3LVS,3597715122.jpg#3r1e,True,a group of men are waiting in line in front of an ice cream shop,1,False,False,False,people usually waits in stand,1.0,False,False,False,False,True,False
selected,337RC3OW06EOX0RLLCLIUBHYOC3LVS,4632869465.jpg#0r1e,True,a girl holds her diploma is part of the overall description of her holding a diploma,1,False,False,False,holds is another form of holding,1.0,False,False,False,True,False,False
selected,3LKC68YZ3BF9IAUNOE668U46QLXWO7,4632869465.jpg#0r1e,True,a girl holds her diploma is part of the overall description of her holding a diploma,1,False,False,False,holds is another form of holding,0.0,False,False,False,True,False,False
selected,3NPI0JQDAPHZBT2U89EAAA2XW1PPTF,393043864.jpg#1r1e,True,a selection of produce is a type of produce,0.6666666666666666,True,False,False,fruits and vegetables are types of produce. a wide variety indicates a selection to choose form,1.0,True,False,False,False,True,False
selected,3NPI0JQDAPHZBT2U89EAAA2XW1PPTF,4632869465.jpg#0r1e,True,a girl holds her diploma is part of the overall description of her holding a diploma,1,False,True,False,holds is another form of holding,0.6666666666666666,False,True,False,True,False,False
selected,3JWH6J9I9TPZCMW0S8AX6RRGQDZBNM,393043864.jpg#1r1e,True,a selection of produce is a type of produce,1,False,False,False,fruits and vegetables are types of produce. a wide variety indicates a selection to choose form,1.0,False,False,False,True,False,False
selected,3JWH6J9I9TPZCMW0S8AX6RRGQDZBNM,3597715122.jpg#3r1e,True,a group of men are waiting in line in front of an ice cream shop,1,False,False,False,people usually waits in stand,1.0,False,False,False,True,False,False
selected,3JWH6J9I9TPZCMW0S8AX6RRGQDZBNM,4632869465.jpg#0r1e,True,a girl holds her diploma is part of the overall description of her holding a diploma,1,False,False,False,holds is another form of holding,1.0,False,False,False,False,True,False
selected,3C44YUNSI21SU46XMJEV56KBTFUDPD,19469520.jpg#0r1c,True,the ceremony cannot be both a bicycle race and a red carpet ceremony,1,False,False,False,"if there are competitors getting ready to compete in a grand opening event, then it is not a red carpet ceremony",0.6666666666666666,False,False,False,True,False,False
selected,3C44YUNSI21SU46XMJEV56KBTFUDPD,4941418090.jpg#2r1c,True,the woman cannot be sleeping and playing the guitar simultaneously,1,False,False,False,you cannot play a guitar and be sleeping at the same time,1.0,False,False,False,True,False,False
selected,3C44YUNSI21SU46XMJEV56KBTFUDPD,4817804359.jpg#1r3c,True,the people cannot be in a wide open field and a street at the same time,1,False,False,False,the two people can not be in a crowd taking pictures while being in an open field with no one around at the same time,1.0,False,False,False,False,False,False
selected,3C44YUNSI21SU46XMJEV56KBTFUDPD,2657844508.jpg#4r1c,True,wine is not beer,1,False,False,False,"one is the action of currently drinking wine, where as the other is just a random vague statement that they drink beer, but are not necessarily drinking at the moment. also wine and beer are to very different types of liquor",0.3333333333333333,False,False,False,True,False,False
selected,39DD6S19JQNR0EM35NNH2M4A3OOZEV,4941418090.jpg#2r1c,True,the woman cannot be sleeping and playing the guitar simultaneously,1,False,False,False,you cannot play a guitar and be sleeping at the same time,1.0,False,False,False,True,False,False
selected,31N2WW6R9S2ILZF6FRCEG3KV0WG3F0,19469520.jpg#0r1c,True,the ceremony cannot be both a bicycle race and a red carpet ceremony,1,False,False,False,"if there are competitors getting ready to compete in a grand opening event, then it is not a red carpet ceremony",1.0,False,False,False,False,True,False
selected,31N2WW6R9S2ILZF6FRCEG3KV0WG3F0,4941418090.jpg#2r1c,True,the woman cannot be sleeping and playing the guitar simultaneously,1,False,False,False,you cannot play a guitar and be sleeping at the same time,1.0,False,False,False,False,False,True
selected,31N2WW6R9S2ILZF6FRCEG3KV0WG3F0,3046312861.jpg#2r2n,True,just because a girl is on a pole does not mean she is getting ready for a tournament,0.6666666666666666,False,False,False,the girl is doing gymnastics but there's no way tell if she is getting ready for a tournament or not,1.0,False,False,False,False,True,False
selected,31N2WW6R9S2ILZF6FRCEG3KV0WG3F0,4817804359.jpg#1r3c,True,the people cannot be in a wide open field and a street at the same time,1,False,False,False,the two people can not be in a crowd taking pictures while being in an open field with no one around at the same time,1.0,False,False,False,False,True,False
selected,31N2WW6R9S2ILZF6FRCEG3KV0WG3F0,2657844508.jpg#4r1c,True,wine is not beer,1,False,False,False,"one is the action of currently drinking wine, where as the other is just a random vague statement that they drink beer, but are not necessarily drinking at the moment. also wine and beer are to very different types of liquor",1.0,False,False,False,False,True,False
selected,3NG53N1RLWVGD9A65B3FJE6AINU8PX,19469520.jpg#0r1c,True,the ceremony cannot be both a bicycle race and a red carpet ceremony,1,False,False,False,"if there are competitors getting ready to compete in a grand opening event, then it is not a red carpet ceremony",1.0,False,False,False,True,False,False
selected,3NG53N1RLWVGD9A65B3FJE6AINU8PX,4941418090.jpg#2r1c,True,the woman cannot be sleeping and playing the guitar simultaneously,1,False,False,False,you cannot play a guitar and be sleeping at the same time,0.0,False,False,False,True,False,False
selected,3NG53N1RLWVGD9A65B3FJE6AINU8PX,3046312861.jpg#2r2n,True,just because a girl is on a pole does not mean she is getting ready for a tournament,1,False,False,False,the girl is doing gymnastics but there's no way tell if she is getting ready for a tournament or not,1.0,False,False,False,True,False,False
selected,3NG53N1RLWVGD9A65B3FJE6AINU8PX,4817804359.jpg#1r3c,True,the people cannot be in a wide open field and a street at the same time,1,False,False,False,the two people can not be in a crowd taking pictures while being in an open field with no one around at the same time,1.0,False,False,False,True,False,False
selected,3NG53N1RLWVGD9A65B3FJE6AINU8PX,2657844508.jpg#4r1c,True,wine is not beer,1,False,False,False,"one is the action of currently drinking wine, where as the other is just a random vague statement that they drink beer, but are not necessarily drinking at the moment. also wine and beer are to very different types of liquor",1.0,False,False,False,True,False,False
selected,3A4TN5196LUQCV2V3ABFCR02MJ0HCU,19469520.jpg#0r1c,True,the ceremony cannot be both a bicycle race and a red carpet ceremony,1,False,False,False,"if there are competitors getting ready to compete in a grand opening event, then it is not a red carpet ceremony",1.0,False,False,False,True,False,False
selected,3A4TN5196LUQCV2V3ABFCR02MJ0HCU,4941418090.jpg#2r1c,True,the woman cannot be sleeping and playing the guitar simultaneously,1,False,False,False,you cannot play a guitar and be sleeping at the same time,1.0,False,False,False,False,False,True
selected,3A4TN5196LUQCV2V3ABFCR02MJ0HCU,4817804359.jpg#1r3c,True,the people cannot be in a wide open field and a street at the same time,0,True,False,False,the two people can not be in a crowd taking pictures while being in an open field with no one around at the same time,1.0,True,False,False,False,True,False
selected,32EYX73OY1LZNJXYL689K1OEGS3URC,2517489722.jpg#2r1n,True,just because a girl is climbing doesn't mean she is a good climber,1,False,False,False,"we cannot tell if she is a good climber, she may be terrible at climbing",0.6666666666666666,False,False,False,True,False,False
selected,32EYX73OY1LZNJXYL689K1OEGS3URC,2910885196.jpg#1r1c,True,the man cannot simultaneously be wearing a blue shirt and not be wearing a shirt,1,False,False,False,he can't have no shirt and a blue shirt,1.0,False,False,False,True,False,False
selected,32EYX73OY1LZNJXYL689K1OEGS3URC,230486268.jpg#0r1e,True,a boy is a young boy,0,False,False,True,both boys hold a plastic shovel,0.0,False,False,True,False,False,True
selected,32EYX73OY1LZNJXYL689K1OEGS3URC,3240637051.jpg#1r1e,True,a musician is performing for people because he is playing a drum,1,False,False,False,the girl is performing by singing and playing drums,1.0,False,False,False,False,False,True
selected,32EYX73OY1LZNJXYL689K1OEGS3URC,4686568156.jpg#3r1n,True,just because a couple is kissing doesn't mean they are in love,1,False,False,False,"although it is a sweet image, it's not clear they are a couple or in love",1.0,False,False,False,False,False,True
selected,35GCEFQ6I60OQG66G36LJV0DC1E3ZS,2517489722.jpg#2r1n,True,just because a girl is climbing doesn't mean she is a good climber,1,False,False,False,"we cannot tell if she is a good climber, she may be terrible at climbing",1.0,False,False,False,False,False,True
selected,35GCEFQ6I60OQG66G36LJV0DC1E3ZS,2910885196.jpg#1r1c,True,the man cannot simultaneously be wearing a blue shirt and not be wearing a shirt,1,False,False,False,he can't have no shirt and a blue shirt,1.0,False,False,False,False,False,True
selected,35GCEFQ6I60OQG66G36LJV0DC1E3ZS,230486268.jpg#0r1e,True,a boy is a young boy,0.6666666666666666,True,False,False,both boys hold a plastic shovel,0.6666666666666666,True,False,False,False,False,True
selected,35GCEFQ6I60OQG66G36LJV0DC1E3ZS,3240637051.jpg#1r1e,True,a musician is performing for people because he is playing a drum,0.6666666666666666,False,True,False,the girl is performing by singing and playing drums,1.0,False,True,False,False,True,False
selected,35GCEFQ6I60OQG66G36LJV0DC1E3ZS,4686568156.jpg#3r1n,True,just because a couple is kissing doesn't mean they are in love,1,False,False,False,"although it is a sweet image, it's not clear they are a couple or in love",1.0,False,False,False,False,False,True
selected,3VELCLL3GLVMBW1RSNYVSA5Y2C91FD,2517489722.jpg#2r1n,True,just because a girl is climbing doesn't mean she is a good climber,1,False,False,False,"we cannot tell if she is a good climber, she may be terrible at climbing",1.0,False,False,False,False,False,True
selected,3VELCLL3GLVMBW1RSNYVSA5Y2C91FD,2910885196.jpg#1r1c,True,the man cannot simultaneously be wearing a blue shirt and not be wearing a shirt,0.6666666666666666,False,False,True,he can't have no shirt and a blue shirt,0.6666666666666666,False,False,True,False,False,False
selected,3VELCLL3GLVMBW1RSNYVSA5Y2C91FD,230486268.jpg#0r1e,True,a boy is a young boy,0.6666666666666666,False,False,True,both boys hold a plastic shovel,0.6666666666666666,False,False,True,True,False,False
selected,3VELCLL3GLVMBW1RSNYVSA5Y2C91FD,3240637051.jpg#1r1e,True,a musician is performing for people because he is playing a drum,0.6666666666666666,True,True,False,the girl is performing by singing and playing drums,1.0,True,True,False,False,True,False
selected,3VELCLL3GLVMBW1RSNYVSA5Y2C91FD,4686568156.jpg#3r1n,True,just because a couple is kissing doesn't mean they are in love,1,False,False,False,"although it is a sweet image, it's not clear they are a couple or in love",1.0,False,False,False,False,False,True
selected,358UUM7WR0FXP8L28YFYA9AU8K1R78,2517489722.jpg#2r1n,True,just because a girl is climbing doesn't mean she is a good climber,1,False,False,False,"we cannot tell if she is a good climber, she may be terrible at climbing",1.0,False,False,False,False,False,True
selected,358UUM7WR0FXP8L28YFYA9AU8K1R78,230486268.jpg#0r1e,True,a boy is a young boy,1,False,False,False,both boys hold a plastic shovel,1.0,False,False,False,False,False,True
selected,358UUM7WR0FXP8L28YFYA9AU8K1R78,3240637051.jpg#1r1e,True,a musician is performing for people because he is playing a drum,1,False,False,False,the girl is performing by singing and playing drums,1.0,False,False,False,False,False,True
selected,3TMFV4NEP9Q6XI77HXHAB8E6BLRW8C,230486268.jpg#0r1e,True,a boy is a young boy,1,False,False,False,both boys hold a plastic shovel,1.0,False,False,False,True,False,False
selected,3TMFV4NEP9Q6XI77HXHAB8E6BLRW8C,3240637051.jpg#1r1e,True,a musician is performing for people because he is playing a drum,1,False,False,False,the girl is performing by singing and playing drums,1.0,False,False,False,True,False,False
selected,3UNH76FOCTHP7C4BQZ9H1N0H6XJYM2,3367399.jpg#0r1c,True,the man cannot be at his house and at a gas station at the same time,1,False,False,False,the person can't be at his house and at a gas station at the same time,1.0,False,False,False,False,False,True
selected,3UNH76FOCTHP7C4BQZ9H1N0H6XJYM2,3298573714.jpg#0r1n,True,a woman is a she,0.6666666666666666,False,False,True,"the is a women (she) who is walking her dog on a leash. hence, she is going for a walk (while walking her dog)",1.0,False,False,True,False,True,False
selected,3UNH76FOCTHP7C4BQZ9H1N0H6XJYM2,7117115809.jpg#2r1c,True,the woman cannot be cooking and painting at the same time,1,False,False,False,one woman is painting while the other is cooking,0.0,False,False,False,True,False,False
selected,3UNH76FOCTHP7C4BQZ9H1N0H6XJYM2,6156276992.jpg#4r1n,True,not all men are short,0.6666666666666666,False,False,True,there is no way to know whether the man is short or not,1.0,False,False,True,False,True,False
selected,3UNH76FOCTHP7C4BQZ9H1N0H6XJYM2,2577972703.jpg#1r1e,True,a girl is dirty because she is dirty because she is dirty with a dirty face,0.6666666666666666,True,False,False,with dirt implies she is dirty,1.0,True,False,False,False,True,False
selected,3E4GGUZ1T934G3B1C2P6D6782E6K2H,3367399.jpg#0r1c,True,the man cannot be at his house and at a gas station at the same time,1,False,False,False,the person can't be at his house and at a gas station at the same time,1.0,False,False,False,False,False,False
selected,3E4GGUZ1T934G3B1C2P6D6782E6K2H,3298573714.jpg#0r1n,True,a woman is a she,0.6666666666666666,False,False,True,"the is a women (she) who is walking her dog on a leash. hence, she is going for a walk (while walking her dog)",1.0,False,False,True,False,True,False
selected,3E4GGUZ1T934G3B1C2P6D6782E6K2H,7117115809.jpg#2r1c,True,the woman cannot be cooking and painting at the same time,1,False,False,False,one woman is painting while the other is cooking,0.6666666666666666,False,False,False,True,False,False
selected,3E4GGUZ1T934G3B1C2P6D6782E6K2H,6156276992.jpg#4r1n,True,not all men are short,0.6666666666666666,False,False,True,there is no way to know whether the man is short or not,1.0,False,False,True,False,True,False
selected,3E4GGUZ1T934G3B1C2P6D6782E6K2H,2577972703.jpg#1r1e,True,a girl is dirty because she is dirty because she is dirty with a dirty face,0.6666666666666666,False,False,True,with dirt implies she is dirty,1.0,False,False,True,False,True,False
selected,3NPFYT4IZDG0FXIFA0PK549B84SGXJ,3367399.jpg#0r1c,True,the man cannot be at his house and at a gas station at the same time,1,False,False,False,the person can't be at his house and at a gas station at the same time,1.0,False,False,False,False,True,False
selected,3NPFYT4IZDG0FXIFA0PK549B84SGXJ,3298573714.jpg#0r1n,True,a woman is a she,1,False,False,False,"the is a women (she) who is walking her dog on a leash. hence, she is going for a walk (while walking her dog)",1.0,False,False,False,False,True,False
selected,3NPFYT4IZDG0FXIFA0PK549B84SGXJ,7117115809.jpg#2r1c,True,the woman cannot be cooking and painting at the same time,1,False,False,False,one woman is painting while the other is cooking,1.0,False,False,False,False,True,False
selected,3NPFYT4IZDG0FXIFA0PK549B84SGXJ,2577972703.jpg#1r1e,True,a girl is dirty because she is dirty because she is dirty with a dirty face,1,False,False,False,with dirt implies she is dirty,1.0,False,False,False,False,True,False
selected,39U1BHVTDM3S44X7ABH3X7ZWR47T3F,3298573714.jpg#0r1n,True,a woman is a she,1,False,False,False,"the is a women (she) who is walking her dog on a leash. hence, she is going for a walk (while walking her dog)",1.0,False,False,False,True,False,False
selected,39U1BHVTDM3S44X7ABH3X7ZWR47T3F,7117115809.jpg#2r1c,True,the woman cannot be cooking and painting at the same time,1,False,False,False,one woman is painting while the other is cooking,1.0,False,False,False,True,False,False
selected,39U1BHVTDM3S44X7ABH3X7ZWR47T3F,2577972703.jpg#1r1e,True,a girl is dirty because she is dirty because she is dirty with a dirty face,1,False,False,False,with dirt implies she is dirty,1.0,False,False,False,True,False,False
selected,3K4J6M3CXF5OJKAMZQX6LWYD7G4GAU,3367399.jpg#0r1c,True,the man cannot be at his house and at a gas station at the same time,1,False,False,False,the person can't be at his house and at a gas station at the same time,1.0,False,False,False,False,False,True
selected,3K4J6M3CXF5OJKAMZQX6LWYD7G4GAU,7117115809.jpg#2r1c,True,the woman cannot be cooking and painting at the same time,1,False,False,False,one woman is painting while the other is cooking,0.6666666666666666,False,False,False,True,False,False
selected,3K4J6M3CXF5OJKAMZQX6LWYD7G4GAU,6156276992.jpg#4r1n,True,not all men are short,0.6666666666666666,False,False,True,there is no way to know whether the man is short or not,1.0,False,False,True,False,True,False
selected,3K4J6M3CXF5OJKAMZQX6LWYD7G4GAU,2577972703.jpg#1r1e,True,a girl is dirty because she is dirty because she is dirty with a dirty face,0.6666666666666666,True,False,True,with dirt implies she is dirty,0.6666666666666666,True,False,True,False,True,False
